cartera,subjurisdiccion,apertura,unidad,tipo_organismo
Ministerio de Economía,Secretaría Legal y Administrativa,Dirección de Información Ciudadana y Datos Públicos,"Dirección General de Gestión Documental, Transparencia y Acceso a la Información",Administración Central
Ministerio de Economía,Secretaría Legal y Administrativa,Dirección de Despacho y Legislación,"Dirección General de Gestión Documental, Transparencia y Acceso a la Información",Administración Central
Ministerio de Economía,Secretaría Legal y Administrativa,Coordinación de Seguimiento de Proyectos y Análisis Normativo,Dirección de Despacho y Legislación,Administración Central
Ministerio de Economía,Secretaría Legal y Administrativa,Dirección de Gestión Documental Administrativa,"Dirección General de Gestión Documental, Transparencia y Acceso a la Información",Administración Central
Ministerio de Economía,Secretaría Legal y Administrativa,Dirección de Cumplimiento y Control de Procesos,"Dirección General de Gestión Documental, Transparencia y Acceso a la Información",Administración Central
Ministerio de Economía,Secretaría Legal y Administrativa,Coordinación de Gestión y Monitoreo,Dirección de Cumplimiento y Control de Procesos,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Subsecretaría de Administración y Normalización Patrimonial,Secretaría Legal y Administrativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección Técnica Operativa,Subsecretaría de Administración y Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Planificación Edilicia,Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Área Servicios Generales,Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Área Central de Control de Accesos,Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Área Automotores,Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Área Mantenimiento,Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,"Coordinación Área Control de Gestión, Procesos y Recursos",Dirección Técnica Operativa,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección General de Administración de Energía,Subsecretaría de Administración y Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Recursos Financieros,Dirección General de Administración de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Presupuesto de Energía,Dirección General de Administración de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Programación Financiera de Energía,Dirección de Presupuesto de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Compras y Contrataciones de Energía,Dirección General de Administración de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Contabilidad y Finanzas de Energía,Dirección General de Administración de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Ejecución del Gasto,Dirección de Contabilidad y Finanzas de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Rendición de Cuentas y Registraciones,Dirección de Contabilidad y Finanzas de Energía,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección Nacional de Normalización Patrimonial,Subsecretaría de Administración y Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Técnica Legal,Dirección Nacional de Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección Consolidación de Deuda y Programas de Propiedad Participada,Dirección Nacional de Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Procesos Liquidatorios,Dirección Nacional de Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección General de Administración,Subsecretaría de Administración y Normalización Patrimonial,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación Área Tesorería,Dirección General de Administración,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Gestión Operativa,Dirección General de Administración,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Procesamiento Contable,Dirección General de Administración,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Presupuesto,Dirección General de Administración,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Compras,Dirección General de Administración,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Coordinación de Contrataciones y Apoyo a las Comisiones,Dirección de Compras,Administración Central
Ministerio de Economía,Subsecretaría de Administración y Normalización Patrimonial,Dirección de Planeamiento y Control de Gestión,Dirección General de Administración,Administración Central
